,questionID,answerID,commentID,UserId,CreationDate,Score,need_update,addressed in,addressed by commentID,Text,Link
14,4254122,4254155,4608852,472221,11/23/2010 8:59,0,update,comment,4609093,"you mean that each sorting method can not have time complexity less than nlogn !! like this sort method , is it right?",https://stackoverflow.com/questions/4254155
15,4254122,4254155,4609093,511362,11/23/2010 9:26,1,no update,,,"Well depends, if you do some fancy stuff in your comparator which takes more time with the amount of elements in your collection then you will end up with more than n*log(n). But I currently fail to find an example about when you would do that. So in general yes, you get n*log(n) with collections.sort in any case.",https://stackoverflow.com/questions/4254155
16,4254122,4254155,4610485,1730,11/23/2010 11:41,2,no update,,,"An example is the sort of lists, according to their minimal element. In that case, your comparator will have to traverse all the list to find the minimal element. then your complexity will become m*n*log(n) where m is the average size of your lists.",https://stackoverflow.com/questions/4254155
17,4254122,4254155,90872832,2711488,8/22/2018 6:56,0,update,no,,Current versions use TimSort which has a time complexity between `O(n)` and `O(n log n)`.,https://stackoverflow.com/questions/4254155
18,44391165,44394209,76289211,518160,6/20/2017 11:42,0,update,comment,76292703,"Thanks! Java8 seems cool, but unfortunately not available at the current project (yet). I like the most the prototypeFactory solution. My only consideration here is the performance of clone vs new. But internet seems to think that for empty collections it is comparable. Would you agree?",https://stackoverflow.com/questions/44394209
19,44391165,44394209,76292703,2711488,6/20/2017 12:59,0,no update,,,"That is unlikely to become performance relevant and yes, I think the differences are negligible.",https://stackoverflow.com/questions/44394209
20,32773874,32774165,53387218,1690108,9/25/2015 3:18,0,update,both,53389837,"Sweet, I'll take a shot at this and get back to you - is a filter the only way to do this? No cool regex on the paths etc?",https://stackoverflow.com/questions/32774165
21,32773874,32774165,53389837,5323576,9/25/2015 5:53,0,no update,,,"In fact you do not need Filter, just need to add new _url-pattern_ entry on your _servlet-maping_, just checked :-)",https://stackoverflow.com/questions/32774165
22,46652019,46653212,86638735,1399539,4/13/2018 8:08,0,update,comment,86638784,Is there a solution to this problem if you're using a class which is out of your control? i.e. from a third party jar where I cant edit the class.,https://stackoverflow.com/questions/46653212
23,46652019,46653212,86638784,1032167,4/13/2018 8:10,0,no update,,,@Mick I think you can try [jackson mixin](https://github.com/FasterXML/jackson-docs/wiki/JacksonMixInAnnotations) or even custom deserializer( dont think there is any other way,https://stackoverflow.com/questions/46653212
24,2527885,2528056,2527557,99354,3/27/2010 10:56,1,no update,,,"Note that converting components is often possible, if they don't rely on stuff like dbexpress, midas, datasnap etc. IOW the base libraries are there, some of the ones that Codegear bought not (though there are sometimes limited substitutes)",https://stackoverflow.com/questions/2528056
25,2527885,2528056,5355866,368260,1/28/2011 11:32,0,update,no,,CodeTyphon is an easy installation package to quickly setup cross compiler Lazarus environment http://www.pilotlogic.com/sitejoom/index.php?option=com_content&view=article&id=96&catid=68&Itemid=147,https://stackoverflow.com/questions/2528056
26,51047734,51126996,89246399,5709159,7/2/2018 7:18,0,update,comment,89247481,added EDIT section in question,https://stackoverflow.com/questions/51126996
27,51047734,51126996,89246898,5709159,7/2/2018 7:35,0,update,comment,89247481,of course. Did you try this implementation? Is it work for you?,https://stackoverflow.com/questions/51126996
28,51047734,51126996,89247228,5709159,7/2/2018 7:47,0,update,comment,89247481,"but I have checked this URI with Android St, at the top there is tab `app` I clicked on it then `EditConfiguration` and then in `Launch Options` I choose instead `Default Activity` -> `URL` with this filter param `mobileapp://applink` and my app was opened . Did you get my idea?",https://stackoverflow.com/questions/51126996
29,51047734,51126996,89247481,3385212,7/2/2018 7:56,0,no update,,,How did you define the application id within your gradle files? Have you tried the code without using the package?,https://stackoverflow.com/questions/51126996
30,51047734,51126996,89247541,5709159,7/2/2018 7:59,0,update,comment,89247634,"yes, it is works:) thanks! But strange... there are 2 place where package defined 1 - is manifest, 2- is gradle. They are the same.",https://stackoverflow.com/questions/51126996
31,51047734,51126996,89247634,3385212,7/2/2018 8:02,0,no update,,,Historically the package defined in the manifest was the application id as well. With the gradle build system this changed and the application id can be defined explicitly or modified with a suffix like `.debug` for debug builds. The package is still used as package for `R` and `BuildConfig`.,https://stackoverflow.com/questions/51126996
32,56537884,56538033,99658262,4790924,6/11/2019 6:58,2,no update,,,"in my opinion, they should deprecate  `Collections.singleton()`. never is a good thing to have two methods of doing almost the same",https://stackoverflow.com/questions/56538033
33,56537884,56538033,99658433,1479414,6/11/2019 7:03,0,no update,,,"Oh, that's a nice point about having possibility to put there a null value! Though I agree with a commentator that it is not something really needed",https://stackoverflow.com/questions/56538033
34,55389110,55389270,97500360,731314,3/28/2019 2:47,0,update,comment,97500995,"I think the do-while loops were a better choice; they're more concise and exist for this type of situation.  Also there are still a few problems with the line `while (!sc.next().equals(""yes"") && !sc.next().equals(""no""))`. Though, that's not the section he was asking about, I'll leave the statement for the OP.",https://stackoverflow.com/questions/55389270
35,55389110,55389270,97500995,3701369,3/28/2019 3:42,0,no update,,,"Yes, do-while loops would work too I just said you don't need it in this situation, about the `while (!sc.next().equals(""yes"") && !sc.next().equals(""no""))` piece of code is not in the scope of his question, that is why I didn't treat it...",https://stackoverflow.com/questions/55389270
36,55389110,55389270,97580568,11269519,3/30/2019 12:28,1,no update,,,"@AdrianoMarra thank you for you response.It's worked. It's helped me a lot. I don't know much about code, yet. So, I still have basic questions.",https://stackoverflow.com/questions/55389270
37,55389110,55389270,97583850,3701369,3/30/2019 15:50,0,no update,,,"@EdgarSousa you're welcome and keep it up, there are no basic questions everyone started somewhere... Happy coding man! :)",https://stackoverflow.com/questions/55389270
38,57165996,57166372,100848084,11824500,7/23/2019 15:09,0,update,comment,100858443,"It has started running but can you tell me why it is 2x of the actual time? Where can I set its FPS or whatever? If I record for 8 seconds, it is at 17 seconds",https://stackoverflow.com/questions/57166372
39,57165996,57166372,100858443,6395627,7/23/2019 21:53,0,no update,,,@AtifAziz The FPS shouldn't matter. The single argument of the `AniamtionTimer#handle(long)` method is the timestamp (in nanoseconds) of the frame. If you keep track of the previous timestamp and subtract it from the current timestamp you'll have the time elapsed (in nanoseconds) between the two frames.,https://stackoverflow.com/questions/57166372
40,49541358,49541395,86090724,7551963,3/28/2018 18:27,0,update,comment,86090971,Why we need to iterate each item if we will clear all List ? I think `List.clear()` is safety.,https://stackoverflow.com/questions/49541395
41,49541358,49541395,86090971,4936904,3/28/2018 18:33,0,no update,,,"@MenaiAlaEddine in this case, OP is doing some bench marking tests(so I didn't suggest ), although `clear` almost does the same thing using loops though it is concise and time effective",https://stackoverflow.com/questions/49541395
42,49541358,49541395,86091164,7551963,3/28/2018 18:40,0,no update,,,"I have not a deep experience ,but i thought we use Iterator and removeIf () ..etc ,if we need to remove some items , i mean when we have a condition.",https://stackoverflow.com/questions/49541395
43,48665906,48670812,94716999,53897,12/27/2018 0:34,0,update,comment,95486171,You know that `<settings><LocalRepository>...` may point elsewhere?,https://stackoverflow.com/questions/48670812
44,48665906,48670812,94717165,53897,12/27/2018 0:56,0,update,comment,95486171,Also a shell script doing the `install:install-file` commands once on every new PC is quite similar to running `mvn initialize -P lib` once on every new PC.,https://stackoverflow.com/questions/48670812
45,48665906,48670812,95486171,1744774,1/23/2019 19:26,0,no update,,,@ThorbjørnRavnAndersen I know. Though not very common to be changed from the default (_Convention over configuration!_ ;) you're right. `${settings.localRepository}` should  work (I never used or tried that) too and is more generic. Thanks for the hint.,https://stackoverflow.com/questions/48670812
46,48665906,48670812,95486504,1744774,1/23/2019 19:39,0,no update,,,@ThorbjørnRavnAndersen What's the point of introducing an extra script file that contains [all the `install-file` arguments](https://maven.apache.org/plugins/maven-install-plugin/usage.html#The_install:install-file_goal) compared to having all the relevant information in the very same POM and being able to execute it with a well-known `mvn ...` command?,https://stackoverflow.com/questions/48670812
47,16390503,16390536,78754823,3368818,8/26/2017 17:23,0,update,comment,78761250,What does the uneditTextArea do here? Appears extraneous in this code example.,https://stackoverflow.com/questions/16390536
48,16390503,16390536,78761250,2305826,8/27/2017 2:39,0,no update,,,"I made alterations to a code sample to demo how to pull text from a Swing control, as asked by the original poster. For that purpose, I neither know nor care what `uneditTextArea` is. You should be asking the person who provided the original code sample (assuming he even remembers after four years).",https://stackoverflow.com/questions/16390536
49,41527293,41527376,70261272,6767193,1/7/2017 23:16,0,update,comment,70262203,"5. Ok,i put a getPrefferedSize() inside the square class but i've encountered a problem: the squares are not ""together"",it's like they're bouncing on separate panels.",https://stackoverflow.com/questions/41527376
50,41527293,41527376,70262203,6767193,1/8/2017 0:27,0,no update,,,"Wow,thank you so much!I'll carefully study your code.I don't know some of the stuff you wrote in it but i guess i have to learn one  way or another..",https://stackoverflow.com/questions/41527376
51,57244338,57244383,100989475,11437467,7/28/2019 19:44,0,update,comment,100989630,"Well my KPiRepository is in different package, so what do i do now, but the same thing has worked for different package, i mean, same implementation but different packaging",https://stackoverflow.com/questions/57244383
52,57244338,57244383,100989630,4828463,7/28/2019 19:55,0,no update,,,"@SatyaRam, for that add `@EnableMongoRepositories(basePackageClasses=KPIRepository.class)' to main class please. It should work after that.",https://stackoverflow.com/questions/57244383
53,57244338,57244383,100994303,11437467,7/29/2019 3:34,0,update,comment,101016623,"It worked like a magic, but inside ServiceImpl, i am using this.kpiRepository.findAll(), i am getting an empty List, i already have some values in my repository why is it giving an empty list. I have use the same repository in other package. My repository is in shared library, and i have two other class in different package, which will update values in the repository, In my first class, i am able to get data from repository using repository.findall() wheare as in the above class impl, i am not able to get previous values",https://stackoverflow.com/questions/57244383
54,57244338,57244383,101016623,4828463,7/29/2019 17:18,0,no update,,,I really don't know what could be wrong. You already mentioned that data is present in the database. So this rules out database being empty. Does `KPIModel` has @Entity or @Document annotation? Do all the fields map to columns? I am fishing here. I myself is not sure what could be wrong. Sorry.,https://stackoverflow.com/questions/57244383
55,54440208,54441643,95693876,2925434,1/30/2019 14:05,0,update,comment,95696795,"This also matches on nonsense strings like ""+49-(1(7)3)-(465)-8-----47"", ""+49-(173)465-8(4)))(()()71"", ""49-(173)4((6))5-8471"", ""+49-(173)465-8(-)-(-)-(471"", etc.",https://stackoverflow.com/questions/54441643
56,54440208,54441643,95696795,2650110,1/30/2019 15:17,1,no update,,,"This is exactly what I wanted because I needed to match all nonsense. I use this in a contact center platform for callbacks and this way I can prevent to schedule a callback with an invalid number. The call cannot be initiated towards a phone number containing brackets, hyphens and so on. Only digits and + is allowed. Thank you :)",https://stackoverflow.com/questions/54441643
57,50133416,50133859,87286011,5914654,5/2/2018 11:54,0,no update,,,"@ downvoter, could you provide a feedback ? So I can improve my answer",https://stackoverflow.com/questions/50133859
58,50133416,50133859,87289096,9619931,5/2/2018 13:15,0,update,comment,87289331,"I come back to you as I still have a NullPointerException pointing to the line `holder.icon.setImageDrawable(drawable);`. In the definition of the getview, I have a warning on `parent` that says `not annotated parameter overrides @NonNull parameter`and I don't know if this is the cause of my error",https://stackoverflow.com/questions/50133859
59,50133416,50133859,87289331,5914654,5/2/2018 13:20,0,no update,,,"It means that either `holder` or `icon` is null. `holder` is null if you go through the else and convertView.getTag() returned null. `icon` is null if you go through the if and `findViewById()` can't find a view having `R.id.icon` as ID, or you go through the else and the object returned by `convertView.getTag()` has a field icon that is null",https://stackoverflow.com/questions/50133859
60,50133416,50133859,87290545,9619931,5/2/2018 13:48,0,update,no,,"OK, that was not easy for me to understand but I made it, changed the `convertView.findViewById(R.id.icon);` thats doesn't exists (I don't get why I didn't have any error) into `findViewById(R.id.Car)` which actually exists, and it works. Thanks!",https://stackoverflow.com/questions/50133859
61,53101073,53101230,93098042,9204,11/1/2018 12:30,0,update,both,93100944,By `in` do you mean `is`? And `with` is not an operator at all.,https://stackoverflow.com/questions/53101230
62,53101073,53101230,93100944,178274,11/1/2018 13:56,0,no update,,,"Yes, it's not `in` but `is`",https://stackoverflow.com/questions/53101230
63,30960103,30960158,52828452,982227,9/9/2015 15:37,0,update,comment,58888339,Thanks. Can't seem to find any documentation on this.,https://stackoverflow.com/questions/30960158
64,30960103,30960158,58888339,844226,2/24/2016 12:14,0,no update,,,"@honyovk Yes its really strange, I've spend around an hour trying to do this as my JAVA_HOME was set correctly and I removed the old version... Thanks again Harry.Chen",https://stackoverflow.com/questions/30960158
65,30960103,30960158,80504770,4744263,10/16/2017 21:34,0,update,no,,"This is really strange actually. I followed your steps, clicked on the next button and on the `GroupId, ArtifactId and Version` screen I clicked on the cancel button. Backed to the first IDE screen I clicked open and the Gradle JVM was properly configured.",https://stackoverflow.com/questions/30960158
66,55152583,55152866,97046272,414521,3/14/2019 0:06,0,no update,,,"wow thanks, this library should be built in!!! dam what a waste of time I did with Simple JSON",https://stackoverflow.com/questions/55152866
67,55152583,55152866,97046315,414521,3/14/2019 0:09,0,update,post,,How would I go about translating the whole thing.. the chips gets chopped off with double }}'s but the epoch is fine.,https://stackoverflow.com/questions/55152866
68,55152583,55152866,97046508,414521,3/14/2019 0:21,0,no update,,,Fixed it works flawlessly thanks again!,https://stackoverflow.com/questions/55152866
69,43207885,43207935,73488181,6644514,4/4/2017 13:17,0,no update,,,"Yes, this is looks much better than     if(!User.Type.OtherType == user.Type && !User.Type.SecondType == user.Type). Thanks:)",https://stackoverflow.com/questions/43207935
70,43207885,43207935,73489995,1831987,4/4/2017 13:52,0,update,both,73490421,"That should be `private static final Set<User.Type> SET`.  Note that the *variable* may be final, but the EnumSet itself is still mutable;  use `SET = Collections.unmodifiableSet(EnumSet.of(…))` to make it truly immutable.",https://stackoverflow.com/questions/43207935
71,43207885,43207935,73490421,1262865,4/4/2017 14:02,0,no update,,,"I've updated the answer with the correct type.  I've left out the immutable part, it is not really an issue for a `private` (a class should know what to do with its own fields).",https://stackoverflow.com/questions/43207935
72,57696818,57697225,101841074,11482878,8/28/2019 18:59,0,update,comment,101850928,Unfortunately im getting a local variable issue with the lambda expression. I declared the final int finalI = i but i still cant use it within the expression. Not sure why.,https://stackoverflow.com/questions/57697225
73,57696818,57697225,101850928,76237,8/29/2019 6:18,0,no update,,,What error are you getting? Which Java version are you running this on?,https://stackoverflow.com/questions/57697225
74,51768480,51768663,90564643,939857,8/11/2018 22:56,0,no update,,,Thank you very much.   I have written a lot of regular expressions but this one made my head hurt.  I usually text with https://regex101.com/,https://stackoverflow.com/questions/51768663
75,51768480,51768663,90566742,2442526,8/12/2018 3:59,0,no update,,,"Yea, that's a great site for testing out regex. Glad I could help.",https://stackoverflow.com/questions/51768663
76,6482041,6482063,7619596,799397,6/26/2011 4:06,0,no update,,,"This sounds entirely plausible. 1.5 to 1.6 didn't change a _ton_, but where it did, reading the wrong docs is a major gotcha.",https://stackoverflow.com/questions/6482063
77,6482041,6482063,7619611,714009,6/26/2011 4:08,1,no update,,,"The Javadocs do say `Since: 1.6`, but it's subtle and easy to overlook.",https://stackoverflow.com/questions/6482063
78,6482041,6482063,7619728,732878,6/26/2011 4:33,0,no update,,,Thanks all! I was indeed on 1.5.,https://stackoverflow.com/questions/6482063
79,10395181,10395301,13405692,1089833,5/1/2012 8:28,0,update,comment,13405869,"focus is on ""No"" and then press ENTER",https://stackoverflow.com/questions/10395301
80,10395181,10395301,13405869,571407,5/1/2012 8:42,2,no update,,,"I understand that. What I said is ""Enter"" means ""Press the *default* button"". Which is different from ""Press the *focused* button"". To press the *focused* button, use the space bar.",https://stackoverflow.com/questions/10395301
81,10395181,10395301,16731499,811299,9/16/2012 0:22,0,no update,,,"It would get some pressure off my back if there was an easy way to get ""Y"" and ""N"" to work for yes and no.  There is great resistance to using the space key for the default option.  I know it is standard but most people have never done it - they use the mouse.  I, however, have the unenviable task of porting a 20-year-old DOS application to a more modern platform and people want it to work EXACTLY like the old one - and they don't want to lift their hands from the keyboard.  God help me!",https://stackoverflow.com/questions/10395301
82,42666988,42667178,72503067,3008606,3/9/2017 8:26,0,no update,,,I have added a bug ticket for Jackson to clarify the issue. I'll keep this thread updated. Link: https://github.com/FasterXML/jackson-databind/issues/1548,https://stackoverflow.com/questions/42667178
83,42666988,42667178,72545224,3008606,3/10/2017 7:03,0,update,comment,72547141,"Tatu Saloranta (Jackson maintainer) has confirmed that this is either a bug or at least unintuitive behavior and will update the docs. This only seems to affect a few specific settings, not all ObjectWriter settings in general.",https://stackoverflow.com/questions/42667178
84,42666988,42667178,72547141,1262865,3/10/2017 8:05,0,no update,,,"Yes, it is behavior I noted before as well, some high level behavioral settings are always shared with the ObjectMapper that created the reader/writers, it is good that this will be clarified now.",https://stackoverflow.com/questions/42667178
85,42666988,42667178,72619488,59501,3/12/2017 18:51,0,update,no,,"In some ways it might be better NOT to allow changes via `ObjectMapper`, but instead require properly configured `JsonFactory` to be used for constructing `ObjectMapper`. Perhaps that's something for Jackson 3.x to do; at this point such API breakage (removal of configurability of `JsonFactory`) can not be done due to wide usage.",https://stackoverflow.com/questions/42667178
86,57494441,57499667,101470904,1194415,8/14/2019 19:17,0,update,comment,101470940,"Well but I want to return a `List<Response>`, not a Mono!",https://stackoverflow.com/questions/57499667
87,57494441,57499667,101470940,6051176,8/14/2019 19:18,0,no update,,,Then you can call block after collectList.,https://stackoverflow.com/questions/57499667
88,27304556,27304654,43072230,4265683,12/4/2014 21:44,1,update,no,,What about if the smallest is 100001?,https://stackoverflow.com/questions/27304654
89,27304556,27304654,43072237,3052890,12/4/2014 21:44,1,update,no,,should probably stop at array.length-1 to keep from going out of bounds.,https://stackoverflow.com/questions/27304654
90,27304556,27304654,43073707,4311612,12/4/2014 22:39,2,update,no,,"I accepted your answer not because it worked 100%, rather you helped me to clear the concept. However array.length reaches out of the array, thus, I modified it to array.length-1. And I defined the smallest integer to Integer.MAX_value.  Thanks for helping me, xoxo.",https://stackoverflow.com/questions/27304654
91,27304556,27304654,76939452,504133,7/8/2017 3:11,0,update,no,,@StevenAkaTaz Its better you do the corrections in the answer as told by Simon in the comments,https://stackoverflow.com/questions/27304654
92,52040308,52040498,91031411,4068240,8/27/2018 13:28,0,update,post,,"I like your idea, it just has one small drawback: If the search text is e.g. ""Witzisch"", it would match any search link. Shouldn't it be `""tbm=isch""`?",https://stackoverflow.com/questions/52040498
93,52040308,52040498,91034752,8748538,8/27/2018 14:58,0,no update,,,"Thanks, this is what i am looking for. It's also made it clear to me that i should investigate hrefs in future for unique sub strings",https://stackoverflow.com/questions/52040498
94,54723214,54723298,96233097,1045142,2/16/2019 15:19,0,no update,,,Great. Can you please accept my answer s the correct one? Thanks,https://stackoverflow.com/questions/54723298
95,54723214,54723298,96252664,1045142,2/17/2019 16:25,0,no update,,,Yes. Thank you!,https://stackoverflow.com/questions/54723298
96,43790538,43790708,74627421,2242045,5/4/2017 21:54,0,update,no,,"This solved the problem.  By removing the word ""profile"" from my aws config file it removed the warning from my logs.  On my Windows 10 machine, the aws config was located at C:\Users\MyName\.aws\config.",https://stackoverflow.com/questions/43790708
97,43790538,43790708,100343396,10121996,7/5/2019 8:08,1,no update,,,"@CaleSweeney yeah, I did the same as you said & it worked.",https://stackoverflow.com/questions/43790708
98,43790538,43790708,105796750,6031301,1/20/2020 20:02,1,update,no,,"This worked for me as well, from my application point of view.  However, from the AWS CLI commands aws s3 ls looks for the profile keyword.  I am still on the AWS CLI 1.# could be the problem, just be advised.",https://stackoverflow.com/questions/43790708
99,36152972,36155326,60185364,3984006,3/29/2016 8:49,0,update,both,60190443,Thank you. Is it easy to validate against the JSON schema?,https://stackoverflow.com/questions/36155326
100,36152972,36155326,60190443,290085,3/29/2016 10:55,0,no update,,,"Generally, sure.  See *Validators* section of [JSON-Schema Implementations](http://json-schema.org/implementations.html).",https://stackoverflow.com/questions/36155326
101,36152972,36155326,99591573,288341,6/7/2019 21:09,0,update,comment,99594548,"Can you expand on why you can't use XSD for JSON?  I imagine you could just convert the JSON to XML then check that XML against the XSD.  Other than raw text in XML, JSON and XML are just elements which have attributes and child elements.",https://stackoverflow.com/questions/36155326
102,36152972,36155326,99594548,290085,6/8/2019 2:27,0,no update,,,"@ubiquibacon: Of course any XML can be validated with XSD, including XML that was automatically converted from JSON using the methods I mentioned in the answer.",https://stackoverflow.com/questions/36155326
103,52591086,52592625,92122745,6180771,10/1/2018 15:06,0,update,comment,92123629,"Thanks for your answer!&#xA;I tried your solution and now exactly three database queries are performed to fetch all entities.&#xA;However, a person who is not linked to any category is not fetched with this query. I changed ""join fetch"" to ""left join fetch"" what solved the problem. Please tell me if the usage of ""left join fetch"" is not correct here.&#xA;One more question regarding your solution: Is it correct that each entity is NOT fetched only once because of the bidirectional relationship? If so, is it possible to make each entity get fetched only once?",https://stackoverflow.com/questions/52592625
104,52591086,52592625,92123629,2323150,10/1/2018 15:33,0,no update,,,To make an application faster you have to make less number query. And you need those Person as well which don't have category linked to it . So left outer join is the correct choice,https://stackoverflow.com/questions/52592625
105,52591086,52592625,92124846,6180771,10/1/2018 16:16,0,update,comment,92125449,"For testing I added four persons and one category to my database and linked them. When I execute the code from my first post with the ""left join fetch"" solution, then four categories are found in the outer loop for categories. In the database itself only one category is saved. Do you have any idea?",https://stackoverflow.com/questions/52592625
106,52591086,52592625,92125449,6180771,10/1/2018 16:39,0,no update,,,"Changing type of ""allPersons"", ""allRecipients"", ""allCategories"" as well as the return types of the repository methods to Set instead of List fixed the issue.",https://stackoverflow.com/questions/52592625
107,7919836,7919906,46389008,512685,3/16/2015 13:21,0,update,both,46391693,"This creates a ""unchecked or unsafe operations"" warning for me. Any way to do this without generating this problem?",https://stackoverflow.com/questions/7919906
108,7919836,7919906,46391693,594183,3/16/2015 14:24,1,no update,,,"@tmsimont: disregard my previous comment and see the edited answer, it is possible to prevent the warning without using `@SuppressWarnings(""unchecked"")`.",https://stackoverflow.com/questions/7919906
109,7919836,7919906,86161951,4422065,3/30/2018 15:33,1,no update,,,Thank you. This is madness.,https://stackoverflow.com/questions/7919906
110,22568354,22570425,34356433,2769729,3/21/2014 22:22,0,update,comment,34356650,"Adding in every possible jar resolved the issue. I just have to find out which jar now, then I will mark your answer as the answer. The Jersey documentation is quite poor. Thanks!",https://stackoverflow.com/questions/22570425
111,22568354,22570425,34356650,473775,3/21/2014 22:33,0,no update,,,"Based on your additions to the question, it seems you are missing the HK2 libs (for dependency injection). Add `hk2-api-2.2.0.jar`, `hk2-locator-2.2.0.jar` and `hk2-utils-2.2.0.jar` to get those (they might in turn depend on some of the other jars, you really want to use some kind of dependency resolution hanlding this for you such as gradle/maven).",https://stackoverflow.com/questions/22570425
112,22568354,22570425,34357473,2769729,3/21/2014 23:09,0,no update,,,"I was missing two jars ""ext/jersey-guava-2.7.jar"" and ""ext/hk2-api-2.2.0.jar"". Yes, I need to add on some sort of dependency checker/adder to Eclipse.",https://stackoverflow.com/questions/22570425
113,40605834,40608937,68471441,1982646,11/15/2016 20:03,0,update,comment,93000669,"After playing with it a bit, I did see that save acts as both a _save_ and an _update_. <LF_10>And the ids will be supplied by a client, they will most likely (if not certainly) be a UUID of some form.<LF_10>So there is no way to get the exception the database is showing ?",https://stackoverflow.com/questions/40608937
114,40605834,40608937,93000669,4537090,10/29/2018 17:08,0,no update,,,"You can get the exception if the ID is null. If is not, it will be considered as UPDATE and no exception will be thrown.",https://stackoverflow.com/questions/40608937
115,52918861,52920757,92756168,3535729,10/22/2018 6:36,0,no update,,,"Thank you Stephan, this morning on my walk to work I was thinking about storing the internal variables as string in the bean. Thank you for confirming my thoughts!",https://stackoverflow.com/questions/52920757
116,52918861,52920757,92756414,785061,10/22/2018 6:46,2,update,comment,92769318,If it's a global config document then I would recommend to use application scope instead of session scope,https://stackoverflow.com/questions/52920757
117,52918861,52920757,92769232,206265,10/22/2018 13:04,0,no update,,,"Do not use applicationScope. You will need to restart HTTP task (or similar method) to refresh values if your config document changes. viewScope is the best option, IMO.",https://stackoverflow.com/questions/52920757
118,52918861,52920757,92769318,131021,10/22/2018 13:06,2,no update,,,Or have a refresh() method you expose that your admin page calls after saving the config document,https://stackoverflow.com/questions/52920757
119,52918861,52920757,92770047,785061,10/22/2018 13:23,1,no update,,,Agree with Stephan Wissel. With application scope you of course need to maintain caching and refreshing of the cache but it improves performance instead of using view scope.,https://stackoverflow.com/questions/52920757
120,59124687,59124777,104478413,11181538,12/1/2019 11:01,0,update,comment,104478474,Thank you very much! I was wondering if there was an API solution but this works just as good.,https://stackoverflow.com/questions/59124777
121,59124687,59124777,104478474,5133585,12/1/2019 11:06,0,no update,,,"There is an API to find the start of the quarter given a _month_, but since you said you have a quarter number, you need some maths here. @xblaz3kx",https://stackoverflow.com/questions/59124777
122,44794403,44794680,76569902,1531124,6/28/2017 6:02,0,no update,,,Too quick for me today. And nothing left to write up another answer. Sad.,https://stackoverflow.com/questions/44794680
